,name,piano,midi_file,audio_file,split,spectrograms_folder,pianoroll_file,duration
10,Canon_in_D_Pachebel._Piano_Version_by_AC,Giant,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\Canon_in_D_Pachebel._Piano_Version_by_AC.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Giant\Canon_in_D_Pachebel._Piano_Version_by_AC.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Giant\Canon_in_D_Pachebel._Piano_Version_by_AC,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\Canon_in_D_Pachebel._Piano_Version_by_AC.pkl,124.0
11,Canon_in_D_Pachebel._Piano_Version_by_AC,Grandeur,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\Canon_in_D_Pachebel._Piano_Version_by_AC.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Grandeur\Canon_in_D_Pachebel._Piano_Version_by_AC.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Grandeur\Canon_in_D_Pachebel._Piano_Version_by_AC,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\Canon_in_D_Pachebel._Piano_Version_by_AC.pkl,124.0
12,Take_On_Me_Piano,Gentleman,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\Take_On_Me_Piano.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Gentleman\Take_On_Me_Piano.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Gentleman\Take_On_Me_Piano,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\Take_On_Me_Piano.pkl,220.76386020625
13,Take_On_Me_Piano,Giant,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\Take_On_Me_Piano.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Giant\Take_On_Me_Piano.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Giant\Take_On_Me_Piano,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\Take_On_Me_Piano.pkl,220.76386020625
14,Take_On_Me_Piano,Grandeur,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\Take_On_Me_Piano.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Grandeur\Take_On_Me_Piano.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Grandeur\Take_On_Me_Piano,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\Take_On_Me_Piano.pkl,220.76386020625
15,When_The_Partys_Over_-_Billie_Eilish_-_Advanced_Piano_FREE,Gentleman,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\When_The_Partys_Over_-_Billie_Eilish_-_Advanced_Piano_FREE.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Gentleman\When_The_Partys_Over_-_Billie_Eilish_-_Advanced_Piano_FREE.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Gentleman\When_The_Partys_Over_-_Billie_Eilish_-_Advanced_Piano_FREE,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\When_The_Partys_Over_-_Billie_Eilish_-_Advanced_Piano_FREE.pkl,190.49895833333332
16,When_The_Partys_Over_-_Billie_Eilish_-_Advanced_Piano_FREE,Giant,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\When_The_Partys_Over_-_Billie_Eilish_-_Advanced_Piano_FREE.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Giant\When_The_Partys_Over_-_Billie_Eilish_-_Advanced_Piano_FREE.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Giant\When_The_Partys_Over_-_Billie_Eilish_-_Advanced_Piano_FREE,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\When_The_Partys_Over_-_Billie_Eilish_-_Advanced_Piano_FREE.pkl,190.49895833333332
17,When_The_Partys_Over_-_Billie_Eilish_-_Advanced_Piano_FREE,Grandeur,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\When_The_Partys_Over_-_Billie_Eilish_-_Advanced_Piano_FREE.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Grandeur\When_The_Partys_Over_-_Billie_Eilish_-_Advanced_Piano_FREE.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Grandeur\When_The_Partys_Over_-_Billie_Eilish_-_Advanced_Piano_FREE,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\When_The_Partys_Over_-_Billie_Eilish_-_Advanced_Piano_FREE.pkl,190.49895833333332
18,Jurassic_Park_Theme_Piano_Arrangement,Gentleman,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\Jurassic_Park_Theme_Piano_Arrangement.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Gentleman\Jurassic_Park_Theme_Piano_Arrangement.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Gentleman\Jurassic_Park_Theme_Piano_Arrangement,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\Jurassic_Park_Theme_Piano_Arrangement.pkl,200.259952
19,Jurassic_Park_Theme_Piano_Arrangement,Giant,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\Jurassic_Park_Theme_Piano_Arrangement.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Giant\Jurassic_Park_Theme_Piano_Arrangement.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Giant\Jurassic_Park_Theme_Piano_Arrangement,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\Jurassic_Park_Theme_Piano_Arrangement.pkl,200.259952
20,Jurassic_Park_Theme_Piano_Arrangement,Grandeur,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\Jurassic_Park_Theme_Piano_Arrangement.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Grandeur\Jurassic_Park_Theme_Piano_Arrangement.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Grandeur\Jurassic_Park_Theme_Piano_Arrangement,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\Jurassic_Park_Theme_Piano_Arrangement.pkl,200.259952
21,Ice_Cream_Cake_-_Red_Velvet_for_Solo_Piano,Gentleman,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\Ice_Cream_Cake_-_Red_Velvet_for_Solo_Piano.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Gentleman\Ice_Cream_Cake_-_Red_Velvet_for_Solo_Piano.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Gentleman\Ice_Cream_Cake_-_Red_Velvet_for_Solo_Piano,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\Ice_Cream_Cake_-_Red_Velvet_for_Solo_Piano.pkl,62.66590955625
22,Ice_Cream_Cake_-_Red_Velvet_for_Solo_Piano,Giant,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\Ice_Cream_Cake_-_Red_Velvet_for_Solo_Piano.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Giant\Ice_Cream_Cake_-_Red_Velvet_for_Solo_Piano.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Giant\Ice_Cream_Cake_-_Red_Velvet_for_Solo_Piano,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\Ice_Cream_Cake_-_Red_Velvet_for_Solo_Piano.pkl,62.66590955625
23,Ice_Cream_Cake_-_Red_Velvet_for_Solo_Piano,Grandeur,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\Ice_Cream_Cake_-_Red_Velvet_for_Solo_Piano.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Grandeur\Ice_Cream_Cake_-_Red_Velvet_for_Solo_Piano.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Grandeur\Ice_Cream_Cake_-_Red_Velvet_for_Solo_Piano,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\Ice_Cream_Cake_-_Red_Velvet_for_Solo_Piano.pkl,62.66590955625
24,Pachelbel_Canon_in_D_Fast_Easy_Version,Gentleman,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\Pachelbel_Canon_in_D_Fast_Easy_Version.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Gentleman\Pachelbel_Canon_in_D_Fast_Easy_Version.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Gentleman\Pachelbel_Canon_in_D_Fast_Easy_Version,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\Pachelbel_Canon_in_D_Fast_Easy_Version.pkl,57.998958333333334
25,Pachelbel_Canon_in_D_Fast_Easy_Version,Giant,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\Pachelbel_Canon_in_D_Fast_Easy_Version.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Giant\Pachelbel_Canon_in_D_Fast_Easy_Version.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Giant\Pachelbel_Canon_in_D_Fast_Easy_Version,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\Pachelbel_Canon_in_D_Fast_Easy_Version.pkl,57.998958333333334
26,Pachelbel_Canon_in_D_Fast_Easy_Version,Grandeur,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\Pachelbel_Canon_in_D_Fast_Easy_Version.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Grandeur\Pachelbel_Canon_in_D_Fast_Easy_Version.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Grandeur\Pachelbel_Canon_in_D_Fast_Easy_Version,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\Pachelbel_Canon_in_D_Fast_Easy_Version.pkl,57.998958333333334
27,I_and_Love_and_You_The_Avett_Brothers_Piano_Accompaniment,Gentleman,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\I_and_Love_and_You_The_Avett_Brothers_Piano_Accompaniment.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Gentleman\I_and_Love_and_You_The_Avett_Brothers_Piano_Accompaniment.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Gentleman\I_and_Love_and_You_The_Avett_Brothers_Piano_Accompaniment,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\I_and_Love_and_You_The_Avett_Brothers_Piano_Accompaniment.pkl,290.85619999999994
28,I_and_Love_and_You_The_Avett_Brothers_Piano_Accompaniment,Giant,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\I_and_Love_and_You_The_Avett_Brothers_Piano_Accompaniment.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Giant\I_and_Love_and_You_The_Avett_Brothers_Piano_Accompaniment.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Giant\I_and_Love_and_You_The_Avett_Brothers_Piano_Accompaniment,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\I_and_Love_and_You_The_Avett_Brothers_Piano_Accompaniment.pkl,290.85619999999994
29,I_and_Love_and_You_The_Avett_Brothers_Piano_Accompaniment,Grandeur,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\I_and_Love_and_You_The_Avett_Brothers_Piano_Accompaniment.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Grandeur\I_and_Love_and_You_The_Avett_Brothers_Piano_Accompaniment.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Grandeur\I_and_Love_and_You_The_Avett_Brothers_Piano_Accompaniment,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\I_and_Love_and_You_The_Avett_Brothers_Piano_Accompaniment.pkl,290.85619999999994
30,Crab_Rave_Piano_Solo_-_Revised_Version,Gentleman,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\Crab_Rave_Piano_Solo_-_Revised_Version.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Gentleman\Crab_Rave_Piano_Solo_-_Revised_Version.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Gentleman\Crab_Rave_Piano_Solo_-_Revised_Version,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\Crab_Rave_Piano_Solo_-_Revised_Version.pkl,111.99895833333333
31,Crab_Rave_Piano_Solo_-_Revised_Version,Giant,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\Crab_Rave_Piano_Solo_-_Revised_Version.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Giant\Crab_Rave_Piano_Solo_-_Revised_Version.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Giant\Crab_Rave_Piano_Solo_-_Revised_Version,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\Crab_Rave_Piano_Solo_-_Revised_Version.pkl,111.99895833333333
32,Crab_Rave_Piano_Solo_-_Revised_Version,Grandeur,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\Crab_Rave_Piano_Solo_-_Revised_Version.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Grandeur\Crab_Rave_Piano_Solo_-_Revised_Version.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Grandeur\Crab_Rave_Piano_Solo_-_Revised_Version,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\Crab_Rave_Piano_Solo_-_Revised_Version.pkl,111.99895833333333
33,Gravity_Falls_Opening_-_Intermediate_Piano_Solo,Gentleman,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\Gravity_Falls_Opening_-_Intermediate_Piano_Solo.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Gentleman\Gravity_Falls_Opening_-_Intermediate_Piano_Solo.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Gentleman\Gravity_Falls_Opening_-_Intermediate_Piano_Solo,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\Gravity_Falls_Opening_-_Intermediate_Piano_Solo.pkl,41.45844549583333
34,Gravity_Falls_Opening_-_Intermediate_Piano_Solo,Giant,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\Gravity_Falls_Opening_-_Intermediate_Piano_Solo.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Giant\Gravity_Falls_Opening_-_Intermediate_Piano_Solo.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Giant\Gravity_Falls_Opening_-_Intermediate_Piano_Solo,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\Gravity_Falls_Opening_-_Intermediate_Piano_Solo.pkl,41.45844549583333
35,Gravity_Falls_Opening_-_Intermediate_Piano_Solo,Grandeur,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\Gravity_Falls_Opening_-_Intermediate_Piano_Solo.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Grandeur\Gravity_Falls_Opening_-_Intermediate_Piano_Solo.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Grandeur\Gravity_Falls_Opening_-_Intermediate_Piano_Solo,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\Gravity_Falls_Opening_-_Intermediate_Piano_Solo.pkl,41.45844549583333
36,Mo_Bamba_Piano,Gentleman,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\Mo_Bamba_Piano.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Gentleman\Mo_Bamba_Piano.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Gentleman\Mo_Bamba_Piano,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\Mo_Bamba_Piano.pkl,25.94507540625
37,Mo_Bamba_Piano,Giant,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\Mo_Bamba_Piano.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Giant\Mo_Bamba_Piano.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Giant\Mo_Bamba_Piano,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\Mo_Bamba_Piano.pkl,25.94507540625
38,Mo_Bamba_Piano,Grandeur,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\midi\Mo_Bamba_Piano.mid,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\flac\Grandeur\Mo_Bamba_Piano.flac,train,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\spectrograms\Grandeur\Mo_Bamba_Piano,C:\Users\David\Documents\GitHub\DATASETS FOR PROJECTS\MuseSyn\features\pianoroll\Mo_Bamba_Piano.pkl,25.94507540625
